"No.","Time","Source","Destination","Protocol","Length","Info"
"28609","78.035046","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1997, FN=0, Flags=.......TC"
"28613","78.038238","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1998, FN=0, Flags=.......TC"
"28619","78.040552","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1946, FN=0, Flags=.......TC"
"28623","78.042484","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1999, FN=0, Flags=.......TC"
"28631","78.148312","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1947, FN=0, Flags=.......TC"
"28633","78.149370","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2000, FN=0, Flags=.......TC"
"28635","78.150429","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1980, FN=0, Flags=.......TC"
"28639","78.151226","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1981, FN=0, Flags=.......TC"
"28643","78.151898","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1982, FN=0, Flags=.......TC"
"28647","78.154694","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2001, FN=0, Flags=.......TC"
"28651","78.155329","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2002, FN=0, Flags=.......TC"
"28655","78.156712","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1948, FN=0, Flags=.......TC"
"28661","78.158148","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2003, FN=0, Flags=.......TC"
"28665","78.159216","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1983, FN=0, Flags=.......TC"
"28669","78.162516","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2004, FN=0, Flags=.......TC"
"28673","78.165779","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1984, FN=0, Flags=.......TC"
"28681","78.268322","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1985, FN=0, Flags=.......TC"
"28683","78.269517","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2005, FN=0, Flags=....R..TC"
"28685","78.270612","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1949, FN=0, Flags=....R..TC"
"28689","78.273551","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1986, FN=0, Flags=.......TC"
"28693","78.274619","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2006, FN=0, Flags=.......TC"
"28697","78.276028","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1950, FN=0, Flags=.......TC"
"28701","78.277474","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1951, FN=0, Flags=.......TC"
"28705","78.280108","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2007, FN=0, Flags=.......TC"
"28709","78.281769","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1987, FN=0, Flags=.......TC"
"28713","78.282828","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1952, FN=0, Flags=.......TC"
"28721","78.388405","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1988, FN=0, Flags=.......TC"
"28723","78.389509","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2008, FN=0, Flags=....R..TC"
"28725","78.390576","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1953, FN=0, Flags=....R..TC"
"28729","78.391635","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2009, FN=0, Flags=.......TC"
"28733","78.392693","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2010, FN=0, Flags=.......TC"
"28737","78.394589","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1989, FN=0, Flags=.......TC"
"28741","78.397835","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1954, FN=0, Flags=.......TC"
"28745","78.398911","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2011, FN=0, Flags=.......TC"
"28749","78.401824","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2012, FN=0, Flags=.......TC"
"28753","78.402891","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1990, FN=0, Flags=.......TC"
"28757","78.403968","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1955, FN=0, Flags=.......TC"
"28765","78.508311","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1991, FN=0, Flags=.......TC"
"28767","78.509560","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1956, FN=0, Flags=....R..TC"
"28771","78.510618","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1992, FN=0, Flags=.......TC"
"28773","78.511677","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2013, FN=0, Flags=....R..TC"
"28777","78.517200","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2014, FN=0, Flags=.......TC"
"28781","78.518582","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1957, FN=0, Flags=.......TC"
"28787","78.520910","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1993, FN=0, Flags=.......TC"
"28789","78.521977","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2015, FN=0, Flags=.......TC"
"28793","78.527158","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1958, FN=0, Flags=.......TC"
"28801","78.628306","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1959, FN=0, Flags=.......TC"
"28803","78.629364","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2016, FN=0, Flags=.......TC"
"28807","78.630423","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1960, FN=0, Flags=.......TC"
"28809","78.631481","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1994, FN=0, Flags=.......TC"
"28817","78.633103","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1961, FN=0, Flags=.......TC"
"28819","78.634162","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1995, FN=0, Flags=.......TC"
"28823","78.635220","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1962, FN=0, Flags=.......TC"
"28825","78.636288","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2017, FN=0, Flags=.......TC"
"28829","78.638246","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1963, FN=0, Flags=.......TC"
"28835","78.641416","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1964, FN=0, Flags=.......TC"
"28839","78.643690","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1996, FN=0, Flags=.......TC"
"28847","78.748302","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2018, FN=0, Flags=.......TC"
"28849","78.749506","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1965, FN=0, Flags=....R..TC"
"28851","78.750583","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1997, FN=0, Flags=....R..TC"
"28855","78.751993","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1966, FN=0, Flags=.......TC"
"28861","78.753222","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1967, FN=0, Flags=.......TC"
"28863","78.754281","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1998, FN=0, Flags=.......TC"
"28867","78.755825","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2019, FN=0, Flags=.......TC"
"28871","78.756983","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2020, FN=0, Flags=.......TC"
"28875","78.758132","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1999, FN=0, Flags=.......TC"
"28879","78.761692","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1968, FN=0, Flags=.......TC"
"28883","78.765118","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2021, FN=0, Flags=.......TC"
"28887","78.766491","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2000, FN=0, Flags=.......TC"
"28895","78.868415","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2001, FN=0, Flags=.......TC"
"28899","78.868852","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2002, FN=0, Flags=.......TC"
"28901","78.869911","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2022, FN=0, Flags=....R..TC"
"28903","78.871014","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1969, FN=0, Flags=....R..TC"
"28907","78.874620","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2003, FN=0, Flags=.......TC"
"28911","78.876561","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1970, FN=0, Flags=.......TC"
"28915","78.877628","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2023, FN=0, Flags=.......TC"
"28919","78.882710","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2004, FN=0, Flags=.......TC"
"28923","78.884272","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1971, FN=0, Flags=.......TC"
"28927","78.885331","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2024, FN=0, Flags=.......TC"
"28935","78.988406","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1972, FN=0, Flags=.......TC"
"28937","78.989465","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2005, FN=0, Flags=....R..TC"
"28939","78.990568","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2025, FN=0, Flags=....R..TC"
"28943","78.993535","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1973, FN=0, Flags=.......TC"
"28949","78.996952","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1974, FN=0, Flags=.......TC"
"28951","78.998010","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2006, FN=0, Flags=.......TC"
"28957","79.004411","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2007, FN=0, Flags=.......TC"
"28961","79.005469","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1975, FN=0, Flags=.......TC"
"28969","79.108300","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2008, FN=0, Flags=.......TC"
"28971","79.109359","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1976, FN=0, Flags=.......TC"
"28973","79.110417","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2026, FN=0, Flags=.......TC"
"28977","79.111494","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1977, FN=0, Flags=.......TC"
"28981","79.112570","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2027, FN=0, Flags=.......TC"
"28985","79.118264","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2009, FN=0, Flags=.......TC"
"28991","79.121740","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2028, FN=0, Flags=.......TC"
"28995","79.125588","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2010, FN=0, Flags=.......TC"
"29003","79.228302","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1978, FN=0, Flags=.......TC"
"29005","79.229360","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2011, FN=0, Flags=.......TC"
"29009","79.230437","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1979, FN=0, Flags=.......TC"
"29011","79.231496","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2029, FN=0, Flags=.......TC"
"29015","79.232581","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2012, FN=0, Flags=.......TC"
"29019","79.233640","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2030, FN=0, Flags=.......TC"
"29023","79.235616","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2013, FN=0, Flags=.......TC"
"29027","79.236045","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2014, FN=0, Flags=.......TC"
"29031","79.237122","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1980, FN=0, Flags=.......TC"
"29035","79.238207","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2031, FN=0, Flags=.......TC"
"29039","79.240580","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1981, FN=0, Flags=.......TC"
"29043","79.245508","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2015, FN=0, Flags=.......TC"
"29047","79.247125","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2032, FN=0, Flags=.......TC"
"29055","79.348300","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2033, FN=0, Flags=.......TC"
"29057","79.349358","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1982, FN=0, Flags=.......TC"
"29059","79.350417","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2016, FN=0, Flags=.......TC"
"29063","79.352942","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1983, FN=0, Flags=.......TC"
"29067","79.354577","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2034, FN=0, Flags=.......TC"
"29073","79.356879","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1984, FN=0, Flags=....R..TC"
"29075","79.357974","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2017, FN=0, Flags=....R..TC"
"29079","79.361354","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2035, FN=0, Flags=.......TC"
"29083","79.365203","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1985, FN=0, Flags=.......TC"
"29087","79.367441","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2018, FN=0, Flags=.......TC"
"29095","79.468309","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1986, FN=0, Flags=.......TC"
"29099","79.469671","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1987, FN=0, Flags=.......TC"
"29101","79.470739","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2036, FN=0, Flags=....R..TC"
"29103","79.471843","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2019, FN=0, Flags=....R..TC"
"29107","79.475637","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2020, FN=0, Flags=.......TC"
"29111","79.478856","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1988, FN=0, Flags=.......TC"
"29115","79.479932","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2037, FN=0, Flags=.......TC"
"29119","79.481189","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2021, FN=0, Flags=.......TC"
"29123","79.488863","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1989, FN=0, Flags=.......TC"
"29131","79.588318","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2022, FN=0, Flags=.......TC"
"29133","79.589522","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2038, FN=0, Flags=....R..TC"
"29137","79.590590","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2023, FN=0, Flags=.......TC"
"29139","79.591667","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1990, FN=0, Flags=....R..TC"
"29143","79.598008","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2039, FN=0, Flags=.......TC"
"29147","79.599067","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2024, FN=0, Flags=.......TC"
"29151","79.600728","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1991, FN=0, Flags=.......TC"
"29155","79.601895","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2025, FN=0, Flags=.......TC"
"29159","79.607544","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2040, FN=0, Flags=.......TC"
"29167","79.708468","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1992, FN=0, Flags=....R..TC"
"29169","79.709535","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2026, FN=0, Flags=....R..TC"
"29171","79.710603","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2041, FN=0, Flags=....R..TC"
"29175","79.714389","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2042, FN=0, Flags=.......TC"
"29179","79.715798","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1993, FN=0, Flags=.......TC"
"29183","79.717343","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2043, FN=0, Flags=.......TC"
"29187","79.718842","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2027, FN=0, Flags=.......TC"
"29191","79.720738","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2028, FN=0, Flags=.......TC"
"29195","79.722355","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1994, FN=0, Flags=.......TC"
"29199","79.725168","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2044, FN=0, Flags=.......TC"
"29207","79.828414","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2029, FN=0, Flags=.......TC"
"29209","79.829800","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2045, FN=0, Flags=....R..TC"
"29211","79.830913","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1995, FN=0, Flags=....R..TC"
"29215","79.832457","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2030, FN=0, Flags=.......TC"
"29219","79.834767","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2046, FN=0, Flags=.......TC"
"29223","79.837572","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2047, FN=0, Flags=.......TC"
"29227","79.838630","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2031, FN=0, Flags=.......TC"
"29235","79.845220","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2048, FN=0, Flags=.......TC"
"29237","79.846278","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2032, FN=0, Flags=.......TC"
"29246","79.948299","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2049, FN=0, Flags=.......TC"
"29248","79.949512","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1996, FN=0, Flags=....R..TC"
"29250","79.950580","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2033, FN=0, Flags=....R..TC"
"29254","79.951999","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1997, FN=0, Flags=.......TC"
"29260","79.953192","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2050, FN=0, Flags=.......TC"
"29262","79.954278","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2034, FN=0, Flags=.......TC"
"29266","79.956200","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2051, FN=0, Flags=.......TC"
"29270","79.957547","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2035, FN=0, Flags=.......TC"
"29274","79.958624","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1998, FN=0, Flags=.......TC"
"29278","79.961482","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2036, FN=0, Flags=.......TC"
"29282","79.963180","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2052, FN=0, Flags=.......TC"
"29286","79.966596","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=1999, FN=0, Flags=.......TC"
"29294","80.068302","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2000, FN=0, Flags=.......TC"
"29296","80.069497","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2037, FN=0, Flags=....R..TC"
"29300","80.070583","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2001, FN=0, Flags=.......TC"
"29302","80.071659","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2053, FN=0, Flags=....R..TC"
"29308","80.076212","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2054, FN=0, Flags=....R..TC"
"29312","80.077396","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2002, FN=0, Flags=.......TC"
"29314","80.078482","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2038, FN=0, Flags=....R..TC"
"29318","80.081808","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2055, FN=0, Flags=.......TC"
"29322","80.083614","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2003, FN=0, Flags=.......TC"
"29326","80.084673","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2039, FN=0, Flags=.......TC"
"29334","80.188313","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2056, FN=0, Flags=.......TC"
"29336","80.189517","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2004, FN=0, Flags=....R..TC"
"29338","80.190612","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2040, FN=0, Flags=....R..TC"
"29342","80.193795","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2041, FN=0, Flags=.......TC"
"29346","80.194934","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2057, FN=0, Flags=.......TC"
"29350","80.197334","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2042, FN=0, Flags=.......TC"
"29354","80.198392","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2005, FN=0, Flags=.......TC"
"29358","80.199460","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2043, FN=0, Flags=.......TC"
"29362","80.200528","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2058, FN=0, Flags=.......TC"
"29366","80.205276","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2006, FN=0, Flags=.......TC"
"29374","80.308323","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2044, FN=0, Flags=.......TC"
"29378","80.309372","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2045, FN=0, Flags=.......TC"
"29380","80.310577","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2059, FN=0, Flags=....R..TC"
"29384","80.310906","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2060, FN=0, Flags=.......TC"
"29386","80.312001","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2007, FN=0, Flags=....R..TC"
"29390","80.317406","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2061, FN=0, Flags=.......TC"
"29394","80.319185","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2046, FN=0, Flags=.......TC"
"29398","80.320271","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2062, FN=0, Flags=.......TC"
"29402","80.321905","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2008, FN=0, Flags=.......TC"
"29406","80.323405","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2047, FN=0, Flags=.......TC"
"29414","80.428478","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2048, FN=0, Flags=....R..TC"
"29416","80.429537","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2063, FN=0, Flags=....R..TC"
"29418","80.430604","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2009, FN=0, Flags=....R..TC"
"29422","80.431663","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2064, FN=0, Flags=.......TC"
"29426","80.434278","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2049, FN=0, Flags=.......TC"
"29430","80.436264","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2050, FN=0, Flags=.......TC"
"29434","80.437332","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2065, FN=0, Flags=.......TC"
"29438","80.438795","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2010, FN=0, Flags=.......TC"
"29444","80.440277","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2051, FN=0, Flags=.......TC"
"29448","80.442559","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2011, FN=0, Flags=.......TC"
"29456","80.548407","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2052, FN=0, Flags=.......TC"
