"No.","Time","Source","Destination","Protocol","Length","Info"
"31540","86.683879","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2248, FN=0, Flags=.......TC"
"31548","86.788404","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2163, FN=0, Flags=.......TC"
"31550","86.789498","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2249, FN=0, Flags=....R..TC"
"31554","86.790512","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2250, FN=0, Flags=.......TC"
"31556","86.791570","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2229, FN=0, Flags=....R..TC"
"31564","86.796463","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2164, FN=0, Flags=.......TC"
"31568","86.796982","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2165, FN=0, Flags=.......TC"
"31570","86.798195","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2251, FN=0, Flags=....R..TC"
"31582","86.908444","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2231, FN=0, Flags=.......TC"
"31584","86.909521","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2252, FN=0, Flags=....R..TC"
"31586","86.910606","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2166, FN=0, Flags=....R..TC"
"31590","86.911692","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2232, FN=0, Flags=.......TC"
"31594","86.913020","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2233, FN=0, Flags=.......TC"
"31598","86.913566","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2234, FN=0, Flags=.......TC"
"31602","86.917847","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2253, FN=0, Flags=.......TC"
"31608","86.919193","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2167, FN=0, Flags=.......TC"
"31612","86.920252","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2254, FN=0, Flags=.......TC"
"31616","86.921310","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2168, FN=0, Flags=.......TC"
"31624","87.028299","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2235, FN=0, Flags=.......TC"
"31628","87.029088","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2236, FN=0, Flags=.......TC"
"31630","87.030155","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2255, FN=0, Flags=.......TC"
"31632","87.031214","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2169, FN=0, Flags=.......TC"
"31636","87.031525","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2170, FN=0, Flags=.......TC"
"31640","87.032611","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2256, FN=0, Flags=.......TC"
"31644","87.037396","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2237, FN=0, Flags=.......TC"
"31648","87.038301","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2238, FN=0, Flags=.......TC"
"31652","87.039531","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2257, FN=0, Flags=.......TC"
"31656","87.040616","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2239, FN=0, Flags=.......TC"
"31660","87.041684","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2171, FN=0, Flags=.......TC"
"31668","87.148313","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2172, FN=0, Flags=.......TC"
"31670","87.149517","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2258, FN=0, Flags=....R..TC"
"31672","87.150602","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2240, FN=0, Flags=....R..TC"
"31678","87.152480","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2241, FN=0, Flags=.......TC"
"31680","87.153548","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2259, FN=0, Flags=.......TC"
"31684","87.155461","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2173, FN=0, Flags=.......TC"
"31688","87.157825","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2242, FN=0, Flags=.......TC"
"31692","87.158901","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2174, FN=0, Flags=.......TC"
"31696","87.160050","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2243, FN=0, Flags=.......TC"
"31700","87.161109","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2175, FN=0, Flags=.......TC"
"31704","87.163598","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2260, FN=0, Flags=.......TC"
"31712","87.268319","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2176, FN=0, Flags=.......TC"
"31714","87.269514","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2244, FN=0, Flags=....R..TC"
"31718","87.270429","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2245, FN=0, Flags=.......TC"
"31720","87.271541","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2261, FN=0, Flags=....R..TC"
"31724","87.272681","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2246, FN=0, Flags=.......TC"
"31730","87.274315","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2262, FN=0, Flags=.......TC"
"31732","87.275401","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2177, FN=0, Flags=.......TC"
"31736","87.278215","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2247, FN=0, Flags=.......TC"
"31740","87.279012","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2248, FN=0, Flags=.......TC"
"31744","87.280089","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2263, FN=0, Flags=.......TC"
"31750","87.281534","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2178, FN=0, Flags=.......TC"
"31752","87.282620","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2249, FN=0, Flags=.......TC"
"31760","87.388322","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2264, FN=0, Flags=.......TC"
"31762","87.389526","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2179, FN=0, Flags=....R..TC"
"31764","87.390602","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2250, FN=0, Flags=....R..TC"
"31768","87.391670","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2265, FN=0, Flags=.......TC"
"31772","87.394952","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2251, FN=0, Flags=.......TC"
"31776","87.397756","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2180, FN=0, Flags=.......TC"
"31782","87.400174","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2266, FN=0, Flags=.......TC"
"31786","87.401259","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2252, FN=0, Flags=.......TC"
"31794","87.508412","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2181, FN=0, Flags=.......TC"
"31796","87.509497","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2253, FN=0, Flags=....R..TC"
"31798","87.510574","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2267, FN=0, Flags=....R..TC"
"31802","87.514017","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2254, FN=0, Flags=.......TC"
"31806","87.515760","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2255, FN=0, Flags=.......TC"
"31810","87.517503","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2268, FN=0, Flags=.......TC"
"31814","87.518570","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2182, FN=0, Flags=.......TC"
"31818","87.520304","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2269, FN=0, Flags=.......TC"
"31822","87.522244","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2256, FN=0, Flags=.......TC"
"31826","87.527191","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2183, FN=0, Flags=.......TC"
"31834","87.628303","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2270, FN=0, Flags=.......TC"
"31836","87.629534","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2184, FN=0, Flags=....R..TC"
"31838","87.630601","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2257, FN=0, Flags=....R..TC"
"31844","87.632299","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2258, FN=0, Flags=.......TC"
"31848","87.633520","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2185, FN=0, Flags=.......TC"
"31852","87.634596","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2259, FN=0, Flags=.......TC"
"31858","87.636015","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2260, FN=0, Flags=.......TC"
"31860","87.637073","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2186, FN=0, Flags=.......TC"
"31862","87.638141","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2271, FN=0, Flags=.......TC"
"31866","87.639506","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2187, FN=0, Flags=.......TC"
"31870","87.643480","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2272, FN=0, Flags=.......TC"
"31874","87.646024","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2261, FN=0, Flags=.......TC"
"31882","87.748305","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2188, FN=0, Flags=.......TC"
"31884","87.749364","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2273, FN=0, Flags=.......TC"
"31886","87.750423","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2262, FN=0, Flags=.......TC"
"31890","87.753686","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2274, FN=0, Flags=.......TC"
"31894","87.754745","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2189, FN=0, Flags=.......TC"
"31898","87.758719","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2275, FN=0, Flags=.......TC"
"31902","87.760408","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2263, FN=0, Flags=.......TC"
"31906","87.762907","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2276, FN=0, Flags=.......TC"
"31910","87.763992","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2190, FN=0, Flags=.......TC"
"31918","87.868408","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2277, FN=0, Flags=.......TC"
"31920","87.869503","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2264, FN=0, Flags=....R..TC"
"31922","87.870580","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2191, FN=0, Flags=....R..TC"
"31926","87.871638","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2278, FN=0, Flags=.......TC"
"31932","87.874929","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2279, FN=0, Flags=.......TC"
"31936","87.875987","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2192, FN=0, Flags=.......TC"
"31940","87.876785","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2193, FN=0, Flags=.......TC"
"31942","87.877853","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2265, FN=0, Flags=.......TC"
"31946","87.878938","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2280, FN=0, Flags=.......TC"
"31950","87.886342","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2194, FN=0, Flags=.......TC"
"31954","87.887409","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2266, FN=0, Flags=.......TC"
"31958","87.888936","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2281, FN=0, Flags=.......TC"
"31966","87.988411","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2282, FN=0, Flags=.......TC"
"31970","87.989236","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2283, FN=0, Flags=.......TC"
"31972","87.990312","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2195, FN=0, Flags=....R..TC"
"31974","87.991407","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2267, FN=0, Flags=....R..TC"
"31978","87.993699","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2284, FN=0, Flags=.......TC"
"31982","87.996251","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2268, FN=0, Flags=.......TC"
"31986","87.997697","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2196, FN=0, Flags=.......TC"
"31990","87.998224","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2197, FN=0, Flags=.......TC"
"31996","88.000773","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2198, FN=0, Flags=.......TC"
"32000","88.002120","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2285, FN=0, Flags=.......TC"
"32009","88.108304","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2199, FN=0, Flags=.......TC"
"32013","88.108940","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2200, FN=0, Flags=.......TC"
"32015","88.109998","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2286, FN=0, Flags=.......TC"
"32019","88.110346","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2287, FN=0, Flags=.......TC"
"32021","88.111414","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2269, FN=0, Flags=.......TC"
"32027","88.113363","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2270, FN=0, Flags=.......TC"
"32031","88.114575","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2271, FN=0, Flags=.......TC"
"32033","88.115633","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2201, FN=0, Flags=.......TC"
"32037","88.116710","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2288, FN=0, Flags=.......TC"
"32045","88.121959","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2272, FN=0, Flags=.......TC"
"32047","88.123035","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2202, FN=0, Flags=.......TC"
"32055","88.228414","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2289, FN=0, Flags=.......TC"
"32057","88.229482","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2273, FN=0, Flags=....R..TC"
"32059","88.230577","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2203, FN=0, Flags=....R..TC"
"32063","88.236387","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2290, FN=0, Flags=.......TC"
"32069","88.237932","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2291, FN=0, Flags=.......TC"
"32071","88.238999","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2274, FN=0, Flags=.......TC"
"32075","88.240301","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2204, FN=0, Flags=.......TC"
"32079","88.241378","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2275, FN=0, Flags=.......TC"
"32083","88.242463","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2292, FN=0, Flags=.......TC"
